text	label
and spawn himself isn't even an interesting character .	0
well , i don't know , much of it just seemed like a bunch of nerdies talking techie jargon for about an hour and a half , only to figure out some big secret in the end , a secret which practically had me yawning with excitement .	0
 ,	1
annette bening , another asset " in dreams " shouldn't be so lucky to boast , gives an increasingly effective performance in a role that doesn't do much for her in return .	0
both of them should have known better .	0
i prefer to just enjoy the spectacle .	1
when we were walking out of the theater , one guy ( and it wasn't me ) yelled out , " that was the worst f$&#in' movie i've ever seen " and the rest of us had to laugh in agreement .	0
so what are the problems with the movie ?	0
the finest actors working in films are those who can command the screen with a gaze : paul newman , ralph fiennes , anthony hopkins , morgan freeman .	1
and then there is hopkins , who despite playing such a quiet , introspective character as ted , nonetheless commands our attention every time he is onscreen .	1
tom hanks plays joe fox , the insanely likeable owner of a discount book chain and meg ryan plays kathleen kelley , the even more insanely likeable proprietor of a family-run children's book shop called , in a nice homage , the shop around the corner .	1
otherwise , it's pretty much a sunken ship of a movie .	0
leave your laughter at the door and you can marvel at the unfunny antics of john cusack , michael lerner , lara flynn boyle , john neville , and dana carvey .	1
play it to the bone is unsuccessful because not only is the boxing theme dull , but the side story of the two guys and a girl travelling across the country is even worse .	0
he finds the musketeers in paris disbanded and drunk , so he rounds up aramis ( nick moran ) , athos ( jan gregor kremp ) and porthos ( steven spiers ) to free the musketeer's wrongfully imprisoned leader treville from the king's prison .	0
hilarious , ultra-low budget comedy from film school dropout kevin smith chronicles a day in the life of two convenience store slackers ( brian o'halloran and jeff anderson ) .	1
watching jackie in operation condor as he drives his motorcycle through the crowded streets of madrid , fleeing an armada of pursuers in identical black compact cars , is reminiscent of sanders running for daylight with the chicago bears in hot pursuit , except that sanders doesn't have to worry about rescuing runaway baby carriages .	1
then comes what roger ebert calls the " meet cute . "	0
for those of you not recently steeped in " star wars " trivia , emperor palpatine is that scary hooded apparition who was darth vader's master in " return of the jedi " and " empire strikes back . "	1
where's joblo coming from ?	1
in one scene , stretch scares off d-reper by getting chummy with a police officer ; another presents that old chestnut of the two mistakenly-suspected heroes in a public place watching a television news report of the crime which shows their pictures .	1
